run_id,exp_id,model,accuracy,duration,when
2432,32,rf,0.79,188.3,2025-01-02 16:32:00
2433,33,svm,0.912,74.9,2025-01-02 16:33:00
2434,34,logreg,0.617,102.9,2025-01-02 16:34:00
2435,35,rf,0.903,156.4,2025-01-02 16:35:00
2436,36,xgb,0.962,232.9,2025-01-02 16:36:00
2437,37,logreg,0.874,188.0,2025-01-02 16:37:00
2438,38,rf,0.542,19.1,2025-01-02 16:38:00
2439,39,rf,0.685,267.1,2025-01-02 16:39:00
2440,40,rf,0.883,19.5,2025-01-02 16:40:00
2441,41,logreg,0.527,183.6,2025-01-02 16:41:00
2442,42,logreg,0.532,203.6,2025-01-02 16:42:00
2443,43,rf,0.645,115.1,2025-01-02 16:43:00
2444,44,rf,0.802,123.9,2025-01-02 16:44:00
2445,45,rf,0.722,139.8,2025-01-02 16:45:00
2446,46,logreg,0.931,186.1,2025-01-02 16:46:00
2447,47,svm,0.819,203.1,2025-01-02 16:47:00
2448,48,rf,0.722,99.1,2025-01-02 16:48:00
2449,49,xgb,0.553,4.7,2025-01-02 16:49:00
2450,50,rf,0.791,252.4,2025-01-02 16:50:00
2451,51,xgb,0.812,77.6,2025-01-02 16:51:00
2452,52,logreg,0.736,186.6,2025-01-02 16:52:00
2453,53,xgb,0.619,239.3,2025-01-02 16:53:00
2454,54,rf,0.563,175.8,2025-01-02 16:54:00
2455,55,svm,0.652,265.7,2025-01-02 16:55:00
2456,56,xgb,0.572,93.3,2025-01-02 16:56:00
2457,57,svm,0.643,291.1,2025-01-02 16:57:00
2458,58,xgb,0.528,152.6,2025-01-02 16:58:00
2459,59,rf,0.707,59.4,2025-01-02 16:59:00
2460,60,xgb,0.814,61.2,2025-01-02 17:00:00
2461,61,rf,0.667,200.7,2025-01-02 17:01:00
2462,62,logreg,0.794,100.0,2025-01-02 17:02:00
2463,63,svm,0.802,126.2,2025-01-02 17:03:00
2464,64,xgb,0.551,263.0,2025-01-02 17:04:00
2465,65,rf,0.743,276.1,2025-01-02 17:05:00
2466,66,xgb,0.84,140.5,2025-01-02 17:06:00
2467,67,xgb,0.617,220.6,2025-01-02 17:07:00
2468,68,svm,0.896,113.4,2025-01-02 17:08:00
2469,69,logreg,0.59,297.0,2025-01-02 17:09:00
2470,70,svm,0.505,108.0,2025-01-02 17:10:00
2471,71,rf,0.57,132.7,2025-01-02 17:11:00
2472,72,svm,0.522,9.9,2025-01-02 17:12:00
2473,73,xgb,0.639,66.5,2025-01-02 17:13:00
2474,74,svm,0.852,102.6,2025-01-02 17:14:00
2475,75,xgb,0.587,7.4,2025-01-02 17:15:00
2476,76,svm,0.946,7.3,2025-01-02 17:16:00
2477,77,xgb,0.686,236.4,2025-01-02 17:17:00
2478,78,rf,0.666,63.9,2025-01-02 17:18:00
2479,79,logreg,0.618,243.0,2025-01-02 17:19:00
2480,80,xgb,0.961,293.2,2025-01-02 17:20:00
2481,81,logreg,0.93,20.5,2025-01-02 17:21:00
2482,82,xgb,0.933,40.1,2025-01-02 17:22:00
2483,83,xgb,0.594,114.1,2025-01-02 17:23:00
2484,84,svm,0.656,129.4,2025-01-02 17:24:00
2485,85,xgb,0.951,229.2,2025-01-02 17:25:00
2486,86,xgb,0.919,89.0,2025-01-02 17:26:00
2487,87,xgb,0.661,16.9,2025-01-02 17:27:00
2488,88,svm,0.928,255.6,2025-01-02 17:28:00
2489,89,logreg,0.603,25.3,2025-01-02 17:29:00
2490,90,logreg,0.888,184.9,2025-01-02 17:30:00
2491,91,xgb,0.749,225.6,2025-01-02 17:31:00
2492,92,svm,0.744,139.8,2025-01-02 17:32:00
2493,93,svm,0.849,158.1,2025-01-02 17:33:00
2494,94,logreg,0.851,148.9,2025-01-02 17:34:00
2495,95,svm,0.785,191.8,2025-01-02 17:35:00
2496,96,rf,0.602,268.6,2025-01-02 17:36:00
2497,97,logreg,0.923,119.4,2025-01-02 17:37:00
2498,98,svm,0.708,113.7,2025-01-02 17:38:00
2499,99,xgb,0.958,112.9,2025-01-02 17:39:00
2500,100,rf,0.566,26.1,2025-01-02 17:40:00
2501,101,logreg,0.754,69.8,2025-01-02 17:41:00
2502,102,rf,0.728,186.7,2025-01-02 17:42:00
2503,103,logreg,0.721,130.3,2025-01-02 17:43:00
2504,104,svm,0.894,95.8,2025-01-02 17:44:00
2505,105,logreg,0.512,133.1,2025-01-02 17:45:00
2506,106,svm,0.816,108.4,2025-01-02 17:46:00
2507,107,rf,0.644,151.0,2025-01-02 17:47:00
2508,108,rf,0.885,278.1,2025-01-02 17:48:00
2509,109,rf,0.558,108.7,2025-01-02 17:49:00
2510,110,xgb,0.664,202.9,2025-01-02 17:50:00
2511,111,svm,0.648,244.9,2025-01-02 17:51:00
2512,112,svm,0.593,181.6,2025-01-02 17:52:00
2513,113,xgb,0.989,226.0,2025-01-02 17:53:00
2514,114,svm,0.504,90.5,2025-01-02 17:54:00
2515,115,svm,0.884,121.7,2025-01-02 17:55:00
2516,116,logreg,0.903,227.6,2025-01-02 17:56:00
2517,117,rf,0.731,154.3,2025-01-02 17:57:00
2518,118,xgb,0.924,69.0,2025-01-02 17:58:00
2519,119,xgb,0.732,155.2,2025-01-02 17:59:00
2520,120,logreg,0.854,139.0,2025-01-02 18:00:00
2521,121,rf,0.653,57.2,2025-01-02 18:01:00
2522,122,logreg,0.603,135.5,2025-01-02 18:02:00
2523,123,rf,0.684,173.7,2025-01-02 18:03:00
2524,124,xgb,0.65,221.6,2025-01-02 18:04:00
2525,125,logreg,0.897,250.5,2025-01-02 18:05:00
2526,126,svm,0.61,128.3,2025-01-02 18:06:00
2527,127,logreg,0.874,207.5,2025-01-02 18:07:00
2528,128,svm,0.66,7.9,2025-01-02 18:08:00
2529,129,rf,0.952,47.0,2025-01-02 18:09:00
2530,130,svm,0.778,239.9,2025-01-02 18:10:00
2531,131,logreg,0.98,62.1,2025-01-02 18:11:00
2532,132,logreg,0.531,116.5,2025-01-02 18:12:00
2533,133,logreg,0.553,171.3,2025-01-02 18:13:00
2534,134,logreg,0.813,92.1,2025-01-02 18:14:00
2535,135,xgb,0.551,166.3,2025-01-02 18:15:00
2536,136,rf,0.905,181.4,2025-01-02 18:16:00
2537,137,rf,0.591,21.8,2025-01-02 18:17:00
2538,138,logreg,0.639,70.7,2025-01-02 18:18:00
2539,139,rf,0.723,111.2,2025-01-02 18:19:00
2540,140,rf,0.584,258.1,2025-01-02 18:20:00
2541,141,logreg,0.692,296.9,2025-01-02 18:21:00
2542,142,xgb,0.763,144.0,2025-01-02 18:22:00
2543,143,rf,0.691,271.2,2025-01-02 18:23:00
2544,144,xgb,0.564,62.5,2025-01-02 18:24:00
2545,145,logreg,0.901,199.8,2025-01-02 18:25:00
2546,146,xgb,0.796,281.8,2025-01-02 18:26:00
2547,147,xgb,0.746,205.8,2025-01-02 18:27:00
2548,148,svm,0.599,297.3,2025-01-02 18:28:00
2549,149,logreg,0.531,120.4,2025-01-02 18:29:00
2550,150,xgb,0.758,273.2,2025-01-02 18:30:00
2551,151,logreg,0.726,173.3,2025-01-02 18:31:00
2552,152,rf,0.641,264.4,2025-01-02 18:32:00
2553,153,logreg,0.67,252.9,2025-01-02 18:33:00
2554,154,svm,0.692,247.2,2025-01-02 18:34:00
2555,155,xgb,0.703,54.7,2025-01-02 18:35:00
2556,156,logreg,0.724,273.3,2025-01-02 18:36:00
2557,157,xgb,0.842,29.6,2025-01-02 18:37:00
2558,158,rf,0.617,261.3,2025-01-02 18:38:00
2559,159,svm,0.932,161.8,2025-01-02 18:39:00
2560,160,rf,0.842,217.0,2025-01-02 18:40:00
2561,161,xgb,0.945,124.0,2025-01-02 18:41:00
2562,162,rf,0.988,23.9,2025-01-02 18:42:00
2563,163,rf,0.747,234.1,2025-01-02 18:43:00
2564,164,logreg,0.721,76.6,2025-01-02 18:44:00
2565,165,rf,0.726,22.9,2025-01-02 18:45:00
2566,166,logreg,0.687,224.0,2025-01-02 18:46:00
2567,167,xgb,0.694,4.2,2025-01-02 18:47:00
2568,168,rf,0.847,41.8,2025-01-02 18:48:00
2569,169,logreg,0.738,21.4,2025-01-02 18:49:00
2570,170,xgb,0.85,131.9,2025-01-02 18:50:00
2571,171,logreg,0.902,252.6,2025-01-02 18:51:00
2572,172,xgb,0.911,182.5,2025-01-02 18:52:00
2573,173,xgb,0.644,160.9,2025-01-02 18:53:00
2574,174,logreg,0.583,201.7,2025-01-02 18:54:00
2575,175,rf,0.832,46.9,2025-01-02 18:55:00
2576,176,svm,0.587,214.6,2025-01-02 18:56:00
2577,177,xgb,0.717,15.3,2025-01-02 18:57:00
2578,178,rf,0.691,93.2,2025-01-02 18:58:00
2579,179,rf,0.793,15.6,2025-01-02 18:59:00
2580,180,logreg,0.876,278.7,2025-01-02 19:00:00
2581,181,svm,0.945,60.8,2025-01-02 19:01:00
2582,182,rf,0.707,296.8,2025-01-02 19:02:00
2583,183,svm,0.902,204.3,2025-01-02 19:03:00
2584,184,rf,0.608,264.8,2025-01-02 19:04:00
2585,185,xgb,0.855,14.2,2025-01-02 19:05:00
2586,186,rf,0.9,97.5,2025-01-02 19:06:00
2587,187,xgb,0.806,280.4,2025-01-02 19:07:00
2588,188,logreg,0.96,37.1,2025-01-02 19:08:00
2589,189,xgb,0.552,97.7,2025-01-02 19:09:00
2590,190,rf,0.697,95.6,2025-01-02 19:10:00
2591,191,logreg,0.604,66.8,2025-01-02 19:11:00
2592,192,svm,0.818,111.3,2025-01-02 19:12:00
2593,193,rf,0.934,123.9,2025-01-02 19:13:00
2594,194,logreg,0.982,31.4,2025-01-02 19:14:00
2595,195,xgb,0.623,29.3,2025-01-02 19:15:00
2596,196,svm,0.981,209.2,2025-01-02 19:16:00
2597,197,xgb,0.663,191.0,2025-01-02 19:17:00
2598,198,svm,0.979,200.2,2025-01-02 19:18:00
2599,199,rf,0.664,183.0,2025-01-02 19:19:00
2600,0,logreg,0.687,192.5,2025-01-02 19:20:00
2601,1,xgb,0.747,211.7,2025-01-02 19:21:00
2602,2,rf,0.614,185.3,2025-01-02 19:22:00
2603,3,rf,0.651,221.6,2025-01-02 19:23:00
2604,4,xgb,0.804,18.9,2025-01-02 19:24:00
2605,5,svm,0.744,61.4,2025-01-02 19:25:00
2606,6,logreg,0.6,12.3,2025-01-02 19:26:00
2607,7,logreg,0.862,99.3,2025-01-02 19:27:00
2608,8,svm,0.656,236.3,2025-01-02 19:28:00
2609,9,rf,0.755,293.3,2025-01-02 19:29:00
2610,10,svm,0.868,69.5,2025-01-02 19:30:00
2611,11,svm,0.668,62.5,2025-01-02 19:31:00
2612,12,rf,0.944,199.8,2025-01-02 19:32:00
2613,13,xgb,0.893,209.2,2025-01-02 19:33:00
2614,14,xgb,0.798,115.1,2025-01-02 19:34:00
2615,15,svm,0.59,189.3,2025-01-02 19:35:00
2616,16,rf,0.926,21.9,2025-01-02 19:36:00
2617,17,xgb,0.526,297.6,2025-01-02 19:37:00
2618,18,xgb,0.562,52.9,2025-01-02 19:38:00
2619,19,xgb,0.616,24.4,2025-01-02 19:39:00
2620,20,logreg,0.653,216.8,2025-01-02 19:40:00
2621,21,xgb,0.708,182.1,2025-01-02 19:41:00
2622,22,svm,0.64,135.0,2025-01-02 19:42:00
2623,23,xgb,0.633,234.6,2025-01-02 19:43:00
2624,24,rf,0.966,108.5,2025-01-02 19:44:00
2625,25,logreg,0.582,133.0,2025-01-02 19:45:00
2626,26,logreg,0.873,246.1,2025-01-02 19:46:00
2627,27,logreg,0.51,115.0,2025-01-02 19:47:00
2628,28,rf,0.872,276.5,2025-01-02 19:48:00
2629,29,xgb,0.771,53.5,2025-01-02 19:49:00
2630,30,logreg,0.727,136.6,2025-01-02 19:50:00
2631,31,logreg,0.775,144.8,2025-01-02 19:51:00
2632,32,svm,0.567,141.3,2025-01-02 19:52:00
2633,33,xgb,0.949,2.2,2025-01-02 19:53:00
2634,34,svm,0.741,277.8,2025-01-02 19:54:00
2635,35,logreg,0.976,112.6,2025-01-02 19:55:00
2636,36,logreg,0.651,296.3,2025-01-02 19:56:00
2637,37,rf,0.7,12.6,2025-01-02 19:57:00
2638,38,rf,0.689,170.1,2025-01-02 19:58:00
2639,39,xgb,0.874,287.2,2025-01-02 19:59:00
2640,40,svm,0.75,147.1,2025-01-02 20:00:00
2641,41,svm,0.841,195.6,2025-01-02 20:01:00
2642,42,logreg,0.86,73.5,2025-01-02 20:02:00
2643,43,rf,0.952,109.1,2025-01-02 20:03:00
2644,44,rf,0.842,194.0,2025-01-02 20:04:00
2645,45,svm,0.797,283.3,2025-01-02 20:05:00
2646,46,xgb,0.625,181.0,2025-01-02 20:06:00
2647,47,xgb,0.506,231.5,2025-01-02 20:07:00
2648,48,logreg,0.695,176.3,2025-01-02 20:08:00
2649,49,rf,0.754,57.5,2025-01-02 20:09:00
2650,50,logreg,0.581,128.6,2025-01-02 20:10:00
2651,51,svm,0.745,160.4,2025-01-02 20:11:00
2652,52,logreg,0.787,220.4,2025-01-02 20:12:00
2653,53,rf,0.554,172.2,2025-01-02 20:13:00
2654,54,svm,0.899,81.4,2025-01-02 20:14:00
2655,55,xgb,0.956,120.0,2025-01-02 20:15:00
2656,56,svm,0.503,51.4,2025-01-02 20:16:00
2657,57,logreg,0.501,21.9,2025-01-02 20:17:00
2658,58,logreg,0.757,196.7,2025-01-02 20:18:00
2659,59,logreg,0.584,113.0,2025-01-02 20:19:00
2660,60,xgb,0.597,55.4,2025-01-02 20:20:00
2661,61,rf,0.721,244.5,2025-01-02 20:21:00
2662,62,xgb,0.598,225.2,2025-01-02 20:22:00
2663,63,xgb,0.627,270.8,2025-01-02 20:23:00
2664,64,logreg,0.716,274.0,2025-01-02 20:24:00
2665,65,rf,0.925,50.7,2025-01-02 20:25:00
2666,66,svm,0.542,38.3,2025-01-02 20:26:00
2667,67,rf,0.668,176.1,2025-01-02 20:27:00
2668,68,logreg,0.738,228.4,2025-01-02 20:28:00
2669,69,rf,0.53,225.8,2025-01-02 20:29:00
2670,70,rf,0.826,237.0,2025-01-02 20:30:00
2671,71,rf,0.547,157.2,2025-01-02 20:31:00
2672,72,rf,0.684,156.5,2025-01-02 20:32:00
2673,73,svm,0.957,142.5,2025-01-02 20:33:00
2674,74,svm,0.796,101.6,2025-01-02 20:34:00
2675,75,svm,0.99,245.2,2025-01-02 20:35:00
2676,76,svm,0.826,114.2,2025-01-02 20:36:00
2677,77,rf,0.978,262.1,2025-01-02 20:37:00
2678,78,rf,0.502,261.3,2025-01-02 20:38:00
2679,79,logreg,0.855,266.5,2025-01-02 20:39:00
2680,80,xgb,0.513,37.7,2025-01-02 20:40:00
2681,81,svm,0.966,225.7,2025-01-02 20:41:00
2682,82,xgb,0.681,185.9,2025-01-02 20:42:00
2683,83,logreg,0.752,198.4,2025-01-02 20:43:00
2684,84,rf,0.983,287.3,2025-01-02 20:44:00
2685,85,svm,0.508,108.7,2025-01-02 20:45:00
2686,86,rf,0.975,221.0,2025-01-02 20:46:00
2687,87,logreg,0.614,145.9,2025-01-02 20:47:00
2688,88,rf,0.671,281.8,2025-01-02 20:48:00
2689,89,logreg,0.984,257.3,2025-01-02 20:49:00
2690,90,rf,0.86,88.9,2025-01-02 20:50:00
2691,91,xgb,0.849,261.1,2025-01-02 20:51:00
2692,92,rf,0.563,239.2,2025-01-02 20:52:00
2693,93,svm,0.908,298.9,2025-01-02 20:53:00
2694,94,logreg,0.582,134.4,2025-01-02 20:54:00
2695,95,rf,0.736,162.7,2025-01-02 20:55:00
2696,96,xgb,0.604,226.2,2025-01-02 20:56:00
2697,97,rf,0.552,298.0,2025-01-02 20:57:00
2698,98,rf,0.579,278.8,2025-01-02 20:58:00
2699,99,logreg,0.875,66.9,2025-01-02 20:59:00
2700,100,svm,0.826,285.5,2025-01-02 21:00:00
2701,101,rf,0.826,276.9,2025-01-02 21:01:00
2702,102,logreg,0.544,207.8,2025-01-02 21:02:00
2703,103,xgb,0.957,230.1,2025-01-02 21:03:00
2704,104,rf,0.816,113.7,2025-01-02 21:04:00
2705,105,logreg,0.82,235.7,2025-01-02 21:05:00
2706,106,logreg,0.896,67.8,2025-01-02 21:06:00
2707,107,rf,0.643,34.3,2025-01-02 21:07:00
2708,108,svm,0.863,281.2,2025-01-02 21:08:00
2709,109,rf,0.781,39.1,2025-01-02 21:09:00
2710,110,svm,0.967,173.5,2025-01-02 21:10:00
2711,111,rf,0.652,177.4,2025-01-02 21:11:00
2712,112,xgb,0.915,294.0,2025-01-02 21:12:00
2713,113,svm,0.878,239.5,2025-01-02 21:13:00
2714,114,xgb,0.755,180.9,2025-01-02 21:14:00
2715,115,xgb,0.552,3.7,2025-01-02 21:15:00
2716,116,logreg,0.655,245.0,2025-01-02 21:16:00
2717,117,svm,0.91,150.4,2025-01-02 21:17:00
2718,118,logreg,0.572,85.7,2025-01-02 21:18:00
2719,119,rf,0.793,93.4,2025-01-02 21:19:00
2720,120,rf,0.634,254.5,2025-01-02 21:20:00
2721,121,logreg,0.809,65.5,2025-01-02 21:21:00
2722,122,svm,0.845,113.6,2025-01-02 21:22:00
2723,123,svm,0.575,215.3,2025-01-02 21:23:00
2724,124,xgb,0.843,16.7,2025-01-02 21:24:00
2725,125,xgb,0.92,218.5,2025-01-02 21:25:00
2726,126,svm,0.982,198.1,2025-01-02 21:26:00
2727,127,xgb,0.986,164.8,2025-01-02 21:27:00
2728,128,svm,0.707,142.6,2025-01-02 21:28:00
2729,129,svm,0.871,117.9,2025-01-02 21:29:00
2730,130,svm,0.638,277.0,2025-01-02 21:30:00
2731,131,logreg,0.548,97.7,2025-01-02 21:31:00
2732,132,rf,0.916,213.2,2025-01-02 21:32:00
2733,133,logreg,0.821,173.6,2025-01-02 21:33:00
2734,134,logreg,0.841,88.0,2025-01-02 21:34:00
2735,135,xgb,0.603,241.5,2025-01-02 21:35:00
2736,136,xgb,0.86,3.7,2025-01-02 21:36:00
2737,137,rf,0.832,296.6,2025-01-02 21:37:00
2738,138,xgb,0.685,294.8,2025-01-02 21:38:00
2739,139,xgb,0.954,29.7,2025-01-02 21:39:00
2740,140,logreg,0.588,16.7,2025-01-02 21:40:00
2741,141,svm,0.791,290.9,2025-01-02 21:41:00
2742,142,logreg,0.62,36.5,2025-01-02 21:42:00
2743,143,logreg,0.739,206.7,2025-01-02 21:43:00
2744,144,xgb,0.82,113.2,2025-01-02 21:44:00
2745,145,rf,0.881,259.6,2025-01-02 21:45:00
2746,146,logreg,0.635,196.3,2025-01-02 21:46:00
2747,147,svm,0.506,35.9,2025-01-02 21:47:00
2748,148,rf,0.74,201.0,2025-01-02 21:48:00
2749,149,xgb,0.511,172.3,2025-01-02 21:49:00
2750,150,logreg,0.634,223.9,2025-01-02 21:50:00
2751,151,xgb,0.688,300.0,2025-01-02 21:51:00
2752,152,logreg,0.646,38.4,2025-01-02 21:52:00
2753,153,svm,0.531,272.8,2025-01-02 21:53:00
2754,154,xgb,0.699,210.5,2025-01-02 21:54:00
2755,155,logreg,0.772,161.4,2025-01-02 21:55:00
2756,156,logreg,0.531,251.3,2025-01-02 21:56:00
2757,157,rf,0.869,63.0,2025-01-02 21:57:00
2758,158,rf,0.589,180.1,2025-01-02 21:58:00
2759,159,xgb,0.503,134.7,2025-01-02 21:59:00
2760,160,svm,0.56,39.5,2025-01-02 22:00:00
2761,161,xgb,0.82,27.3,2025-01-02 22:01:00
2762,162,svm,0.917,11.5,2025-01-02 22:02:00
2763,163,rf,0.748,109.7,2025-01-02 22:03:00
2764,164,xgb,0.707,283.6,2025-01-02 22:04:00
2765,165,rf,0.622,14.8,2025-01-02 22:05:00
2766,166,svm,0.823,134.0,2025-01-02 22:06:00
2767,167,logreg,0.841,157.3,2025-01-02 22:07:00
2768,168,svm,0.797,153.7,2025-01-02 22:08:00
2769,169,rf,0.825,14.4,2025-01-02 22:09:00
2770,170,rf,0.592,90.6,2025-01-02 22:10:00
2771,171,xgb,0.969,181.0,2025-01-02 22:11:00
2772,172,xgb,0.79,83.9,2025-01-02 22:12:00
2773,173,logreg,0.536,77.2,2025-01-02 22:13:00
2774,174,logreg,0.818,49.8,2025-01-02 22:14:00
2775,175,logreg,0.541,77.0,2025-01-02 22:15:00
2776,176,logreg,0.961,43.8,2025-01-02 22:16:00
2777,177,xgb,0.535,220.1,2025-01-02 22:17:00
2778,178,xgb,0.85,169.5,2025-01-02 22:18:00
2779,179,xgb,0.706,46.9,2025-01-02 22:19:00
2780,180,logreg,0.686,289.2,2025-01-02 22:20:00
2781,181,xgb,0.538,38.3,2025-01-02 22:21:00
2782,182,rf,0.835,122.6,2025-01-02 22:22:00
2783,183,svm,0.814,109.5,2025-01-02 22:23:00
2784,184,svm,0.881,44.8,2025-01-02 22:24:00
2785,185,xgb,0.634,30.3,2025-01-02 22:25:00
2786,186,xgb,0.686,32.4,2025-01-02 22:26:00
2787,187,rf,0.586,218.8,2025-01-02 22:27:00
2788,188,svm,0.789,242.2,2025-01-02 22:28:00
2789,189,rf,0.759,210.4,2025-01-02 22:29:00
2790,190,svm,0.77,182.6,2025-01-02 22:30:00
2791,191,rf,0.584,284.0,2025-01-02 22:31:00
2792,192,logreg,0.589,242.0,2025-01-02 22:32:00
2793,193,logreg,0.734,39.1,2025-01-02 22:33:00
2794,194,rf,0.836,214.3,2025-01-02 22:34:00
2795,195,xgb,0.57,170.7,2025-01-02 22:35:00
2796,196,svm,0.526,217.9,2025-01-02 22:36:00
2797,197,svm,0.847,75.5,2025-01-02 22:37:00
2798,198,logreg,0.846,55.7,2025-01-02 22:38:00
2799,199,svm,0.891,151.2,2025-01-02 22:39:00
2800,0,svm,0.967,156.7,2025-01-02 22:40:00
2801,1,xgb,0.65,257.5,2025-01-02 22:41:00
2802,2,svm,0.699,94.5,2025-01-02 22:42:00
2803,3,rf,0.811,23.9,2025-01-02 22:43:00
2804,4,xgb,0.963,50.4,2025-01-02 22:44:00
2805,5,rf,0.541,86.5,2025-01-02 22:45:00
2806,6,logreg,0.896,4.2,2025-01-02 22:46:00
2807,7,logreg,0.832,279.8,2025-01-02 22:47:00
2808,8,xgb,0.735,155.0,2025-01-02 22:48:00
2809,9,rf,0.699,185.3,2025-01-02 22:49:00
2810,10,rf,0.85,211.1,2025-01-02 22:50:00
2811,11,svm,0.62,222.0,2025-01-02 22:51:00
2812,12,rf,0.798,289.4,2025-01-02 22:52:00
2813,13,xgb,0.586,110.7,2025-01-02 22:53:00
2814,14,xgb,0.752,285.8,2025-01-02 22:54:00
2815,15,logreg,0.743,52.0,2025-01-02 22:55:00
2816,16,rf,0.666,204.0,2025-01-02 22:56:00
2817,17,rf,0.642,145.5,2025-01-02 22:57:00
2818,18,svm,0.604,221.7,2025-01-02 22:58:00
2819,19,logreg,0.607,92.1,2025-01-02 22:59:00
2820,20,rf,0.958,267.9,2025-01-02 23:00:00
2821,21,logreg,0.528,2.8,2025-01-02 23:01:00
2822,22,logreg,0.661,106.8,2025-01-02 23:02:00
2823,23,rf,0.671,217.0,2025-01-02 23:03:00
2824,24,logreg,0.674,31.3,2025-01-02 23:04:00
2825,25,logreg,0.597,159.2,2025-01-02 23:05:00
2826,26,xgb,0.701,274.0,2025-01-02 23:06:00
2827,27,rf,0.576,197.3,2025-01-02 23:07:00
2828,28,xgb,0.731,112.9,2025-01-02 23:08:00
2829,29,svm,0.71,55.5,2025-01-02 23:09:00
2830,30,svm,0.553,132.1,2025-01-02 23:10:00
2831,31,logreg,0.579,106.8,2025-01-02 23:11:00
2832,32,logreg,0.503,265.2,2025-01-02 23:12:00
2833,33,xgb,0.554,86.2,2025-01-02 23:13:00
2834,34,xgb,0.693,223.4,2025-01-02 23:14:00
2835,35,rf,0.579,60.5,2025-01-02 23:15:00
2836,36,logreg,0.97,294.9,2025-01-02 23:16:00
2837,37,rf,0.706,165.5,2025-01-02 23:17:00
2838,38,xgb,0.659,229.6,2025-01-02 23:18:00
2839,39,logreg,0.746,277.1,2025-01-02 23:19:00
2840,40,logreg,0.564,287.3,2025-01-02 23:20:00
2841,41,rf,0.562,103.9,2025-01-02 23:21:00
2842,42,rf,0.876,71.7,2025-01-02 23:22:00
2843,43,svm,0.711,179.5,2025-01-02 23:23:00
2844,44,rf,0.713,87.6,2025-01-02 23:24:00
2845,45,logreg,0.54,129.3,2025-01-02 23:25:00
2846,46,xgb,0.857,56.9,2025-01-02 23:26:00
2847,47,svm,0.876,259.4,2025-01-02 23:27:00
2848,48,xgb,0.827,129.3,2025-01-02 23:28:00
2849,49,logreg,0.846,243.2,2025-01-02 23:29:00
2850,50,xgb,0.592,256.6,2025-01-02 23:30:00
2851,51,xgb,0.612,40.6,2025-01-02 23:31:00
2852,52,rf,0.634,58.5,2025-01-02 23:32:00
2853,53,xgb,0.709,185.3,2025-01-02 23:33:00
2854,54,rf,0.924,114.7,2025-01-02 23:34:00
2855,55,svm,0.843,294.1,2025-01-02 23:35:00
2856,56,xgb,0.665,144.3,2025-01-02 23:36:00
2857,57,logreg,0.815,92.0,2025-01-02 23:37:00
2858,58,svm,0.678,283.0,2025-01-02 23:38:00
2859,59,logreg,0.621,268.6,2025-01-02 23:39:00
2860,60,xgb,0.52,16.6,2025-01-02 23:40:00
2861,61,svm,0.604,142.1,2025-01-02 23:41:00
2862,62,rf,0.711,76.4,2025-01-02 23:42:00
2863,63,logreg,0.678,92.0,2025-01-02 23:43:00
2864,64,rf,0.828,205.2,2025-01-02 23:44:00
2865,65,xgb,0.662,222.6,2025-01-02 23:45:00
2866,66,svm,0.864,177.1,2025-01-02 23:46:00
2867,67,svm,0.617,83.5,2025-01-02 23:47:00
2868,68,logreg,0.543,32.8,2025-01-02 23:48:00
2869,69,rf,0.52,290.5,2025-01-02 23:49:00
2870,70,xgb,0.595,134.3,2025-01-02 23:50:00
2871,71,rf,0.537,164.4,2025-01-02 23:51:00
2872,72,svm,0.648,142.8,2025-01-02 23:52:00
2873,73,xgb,0.761,46.9,2025-01-02 23:53:00
2874,74,xgb,0.594,165.6,2025-01-02 23:54:00
2875,75,svm,0.937,228.0,2025-01-02 23:55:00
2876,76,svm,0.939,135.1,2025-01-02 23:56:00
2877,77,rf,0.946,21.2,2025-01-02 23:57:00
2878,78,logreg,0.757,285.8,2025-01-02 23:58:00
2879,79,rf,0.582,83.0,2025-01-02 23:59:00
2880,80,xgb,0.642,286.8,2025-01-03 00:00:00
2881,81,rf,0.889,208.4,2025-01-03 00:01:00
2882,82,logreg,0.743,160.2,2025-01-03 00:02:00
2883,83,rf,0.581,225.5,2025-01-03 00:03:00
2884,84,logreg,0.776,117.7,2025-01-03 00:04:00
2885,85,svm,0.601,2.1,2025-01-03 00:05:00
2886,86,xgb,0.79,3.6,2025-01-03 00:06:00
2887,87,logreg,0.747,216.5,2025-01-03 00:07:00
2888,88,svm,0.649,66.9,2025-01-03 00:08:00
2889,89,svm,0.771,52.2,2025-01-03 00:09:00
2890,90,rf,0.761,88.3,2025-01-03 00:10:00
2891,91,xgb,0.962,84.0,2025-01-03 00:11:00
2892,92,xgb,0.633,237.4,2025-01-03 00:12:00
2893,93,xgb,0.985,63.8,2025-01-03 00:13:00
2894,94,rf,0.501,104.9,2025-01-03 00:14:00
2895,95,svm,0.659,284.0,2025-01-03 00:15:00
2896,96,svm,0.854,123.1,2025-01-03 00:16:00
2897,97,svm,0.659,18.1,2025-01-03 00:17:00
2898,98,rf,0.904,66.6,2025-01-03 00:18:00
2899,99,svm,0.587,291.5,2025-01-03 00:19:00
2900,100,rf,0.854,206.7,2025-01-03 00:20:00
2901,101,svm,0.926,190.7,2025-01-03 00:21:00
2902,102,xgb,0.9,67.0,2025-01-03 00:22:00
2903,103,svm,0.6,189.3,2025-01-03 00:23:00
2904,104,logreg,0.576,70.3,2025-01-03 00:24:00
